Number of Records,Table Name,Accession Number,City,Commission Cik,Commission File Number,Company Name,Crd Number,Date Incorporation,Is Amendment,Issuer Website,Jurisdiction Organization,Legal Status Form,Legal Status Other Desc,Name Of Issuer,Nature Of Amendment,Progress Update,State Or Country,Street1,Street2,Zip Code
1,2017q4.tsv,0001665160-17-000621,SACRAMENTO,1665160,007-00007,"StartEngine Capital, LLC",,6/10/2013 12:00:00 AM,0,www.slidebelts.com,DE,Corporation,,SlideBelts Inc.,,"The amount of securities sold at the close of the offering is $1,069,982.96",CA,4818 GOLDEN FOOTHILL PKWY,UNIT 9,95762
1,2017q4.tsv,0001665160-17-000623,BROOKLYN,1665160,007-00007,"StartEngine Capital, LLC",,6/16/2014 12:00:00 AM,0,www.waverlylabs.com,DE,Corporation,,Waverly Labs Inc,"Typographical error in maximum funding amount. All other offering materials correctly displayed maximum funding amount of $1,070,000.",,NY,19 MORRIS AVENUE,,11205
1,2017q4.tsv,0001665160-17-000631,,,,,,,0,,,,,"Biotech Restorations Holdings, LLC",,,,,,
1,2017q4.tsv,0001665160-17-000632,DENVER,1665160,007-00007,"StartEngine Capital, LLC",,2/2/2017 12:00:00 AM,0,http://www.biotechrestorations.com/,FL,Limited Liability Company,,"Biotech Restorations Holdings, LLC",Updating the date of signatures before offering goes live.,,NC,137 CROSS CREEK ROAD #137,,26037
1,2017q4.tsv,0001665160-17-000634,New York,1665160,007-00007,"StartEngine Capital, LLC",,1/11/2010 12:00:00 AM,0,https://kordasco.com,NJ,Corporation,,Vernuco inc. DBA Kordas Co.,,,NY,"244 5th Ave, suite 2421",,10001
1,2017q4.tsv,0001716818-17-000003,Dover,1603038,008-69440,"SI Securities, LLC",170937,7/12/2017 12:00:00 AM,0,https://www.copdate.com/,DE,Corporation,,Copdate USA Inc.,Replacing previously filed pitch deck (Exhibit D) with an updated pitch deck.,,DE,8 The Green,Suite A,19901
1,2017q4.tsv,0001690909-17-000005,CHICAGO,1672732,007-00046,OpenDeal Inc.,283874,3/19/2014 12:00:00 AM,0,www.WearEllison.com,DE,Corporation,,"Ellison Eyewear, Inc","The Form C filed on November 22, 2017, is hereby amended to (i) remove John Roa as a Director of the Company, who was accidentally added; and (ii) update the offering page.",,IL,314 WEST INSTITUTE PLACE,LOFT 2E,60610
1,2017q4.tsv,0001669191-17-000174,Port Washington,1669191,007-00035,NetCapital Funding Portal Inc.,283596,2/22/2016 12:00:00 AM,0,http://charlottes-closet.com/,DE,Limited Liability Company,,"Charlotte's Closet, LLC",Issuer extended offering deadline,,NY,14 Vanderventer Avenue,Suite L5,11050
1,2017q4.tsv,0001665160-17-000636,NEWPORT BEACH,1665160,007-00007,"StartEngine Capital, LLC",,4/27/2017 12:00:00 AM,1,https://www.keezel.us,DE,Corporation,,"Keezel, Inc.",The company is extending their offering until January 31 2018,,CA,"20377 SW ACACIA STREET, 2ND FLOOR",,92660
1,2017q4.tsv,0001718414-17-000004,LIBERTY TOWNSHIP,1707360,007-00116,"Thrivera Ventures Fund I, LLC",,9/10/2015 12:00:00 AM,0,https://www.spikesbeerice.com/,OH,Limited Liability Company,,Spikes Beverage Co,"We are adjusting the end date of the offering to  We are adding a pdf version, which includes the Q&A section of the Form C document. No other changes.",,OH,6199 WINDING CREEK BLVD,,45011
1,2017q4.tsv,0001723146-17-000002,HENDERSON,1666102,007-00042,Mr. Crowd,284278,10/7/2015 12:00:00 AM,0,https://successbymedia.com,NV,Limited Liability Company,,Success By Media LLC,,,NV,170 S GREEN VALLEY PKWY,SUITE 300,89013
1,2017q4.tsv,0001665160-17-000638,Phoenix,1665160,007-00007,"StartEngine Capital, LLC",,8/2/2013 12:00:00 AM,0,https://www.emergentsolar.com,AZ,Limited Liability Company,,Phoenix Settlements LLC DBA Emergent Solar Solutions,,,AZ,3302 E Indian School Road,,85018
1,2017q4.tsv,0001705496-17-000008,IRVINE,1665872,007-00020,MinnowCfunding LLC,,2/24/2017 12:00:00 AM,1,stanleygrove.com,CA,Limited Liability Company,,Stanley Grove LLC,"1) Extend the offering deadline to January 15, 2018",,CA,21 GRANDVIEW AVE,,92603
1,2017q4.tsv,0001665160-17-000641,Vero Beach,1665160,007-00007,"StartEngine Capital, LLC",,10/28/2015 12:00:00 AM,0,https://www.bikekini.com,FL,Limited Liability Company,,BIKEKINI (NORTH AMERICA) LLC,,,FL,4040 8th lane,Vero Beach Florida,32960
1,2017q4.tsv,0001715704-17-000003,Fremont,1603038,008-69440,"SI Securities, LLC",170937,8/22/2016 12:00:00 AM,0,https://www.credibll.com/,DE,Corporation,,CrediBLL Inc.,,"The issuer raised approximately $234,700 during the offering period. Payment are still being processed; the exact amount has yet to be determined.",CA,39510 Paseo Padre Parkway,Suite 110,94538
1,2017q4.tsv,0001670254-17-000355,Woodland Hills,1670254,007-00033,Wefunder Portal LLC,283503,8/3/2004 12:00:00 AM,0,http://www.firemansbrew.com,CA,Corporation,,"Fireman's Brew, Inc.",,,CA,6433 Topanga Canyon Building 189,,91302
1,2017q4.tsv,0001670254-17-000357,Santa Fe,1670254,007-00033,Wefunder Portal LLC,283503,11/28/2016 12:00:00 AM,0,https://meowwolf.com,DE,Other,Public Benefit Corporation,"Meow Wolf, Inc.",,"The final number is $1,069,938.82 in investments.",NM,1352 Rufina Cir,,87507
1,2017q4.tsv,0001716174-17-000003,Sunnyvale,1603038,008-69440,"SI Securities, LLC",170937,10/3/2014 12:00:00 AM,0,http://www.commerce.ai/,DE,Corporation,,"Tall Idea Labs, Inc.",,"The issuer raised approximately $420,700 during the offering period. Payment are still being processed; the exact amount has yet to be determined.",CA,440 N Wolfe Rd,,94085
1,2017q4.tsv,0001665160-17-000645,Brooklyn,1665160,007-00007,"StartEngine Capital, LLC",,9/5/2017 12:00:00 AM,0,www.cryptidmovie.com,DE,Limited Liability Company,,Cryptid LLC,,,NY,130 Bay Ridge Parkway,APT 2D,11209
1,2017q4.tsv,0001665160-17-000649,Venice,1665160,007-00007,"StartEngine Capital, LLC",,2/28/2011 12:00:00 AM,0,https://zenvideo.co,DE,Corporation,,General Presence Inc.,,,CA,26 Westminster Avenue Unit 4,,90291
1,2017q4.tsv,0001665160-17-000653,Boynton Beach,1665160,007-00007,"StartEngine Capital, LLC",,3/9/2017 12:00:00 AM,0,https://www.playjinglz.com,FL,Corporation,,"Jinglz, Inc.",,,FL,10802 Lake Wynds Court,,33437
1,2017q4.tsv,0001649856-17-000004,New York,1603038,008-69440,"SI Securities, LLC",170937,12/27/2013 12:00:00 AM,0,https://www.greensbury.com/,DE,Corporation,,Greensbury Market Corp.,,"The issuer raised approximately $116,500 during the offering period. Payments are still being processed; the exact amount has yet to be determined.",NY,"65 N Moore St.,",,10013
1,2017q4.tsv,0001670254-17-000358,Charlotte,1670254,007-00033,Wefunder Portal LLC,283503,11/4/2016 12:00:00 AM,1,https://blazntech.com,DE,Corporation,,"BLAZnTECH, Inc.",Production postponed until 2018 ; correction only 1 patent was pending not 2 ; the patent has been granted ; company does not own the patent ; extended campaign deadline ; updated business plan.,,NC,13850 Ballantyne Corporate Pl Suite 500,,28277
1,2017q4.tsv,0001715007-17-000003,CUPERTINO,1672732,007-00046,OpenDeal Inc.,283874,8/1/2017 12:00:00 AM,0,www.freshmynd.com,DE,Corporation,,FreshMynd Inc.,Offering Page Update,,CA,10390 FARALLONE DR,,95014
1,2017q4.tsv,0001665160-17-000655,EVANSTON,1665160,007-00007,"StartEngine Capital, LLC",,8/15/2011 12:00:00 AM,1,https://vibrant.tv,IL,Limited Liability Company,,"Vibrant TV, LLC",Extending campaign for additional 90 days.,,IL,"990 GROVE STREET, SUITE 300",,60201
1,2017q4.tsv,0001670254-17-000360,San Juan Capistrano,1670254,007-00033,Wefunder Portal LLC,283503,3/28/2016 12:00:00 AM,0,http://info.GlobeChat.com,DE,Corporation,,"GlobeChat, Inc.","Extended deadline date, and updated business plan.",,CA,29200 Paseo Carmona,,92675
1,2017q4.tsv,0001670254-17-000359,Miami,1670254,007-00033,Wefunder Portal LLC,283503,2/23/2017 12:00:00 AM,0,https://GetHappyTax.com,DE,Corporation,,Happy Tax Holding Corp,"Changed deadline date, included video transcripts, and updated business plan.",,FL,350 Lincoln Road,,33139
1,2017q4.tsv,0001715813-17-000004,NEW YORK,1603038,008-69440,"SI SECURITIES, LLC",170937,7/28/2015 12:00:00 AM,0,http://www.pieshell.com,DE,Limited Liability Company,,"PieShell, LLC",,"The intermediaryl has indicated that the issuer has cleared approximately $130,800 in securities sold and is continuing to work to finalize outstanding investments.",NY,15 ABINGDON SQUARE,#31,10014
1,2017q4.tsv,0001718414-17-000005,LIBERTY TOWNSHIP,1707360,007-00116,"Thrivera Ventures Fund I, LLC",,9/10/2015 12:00:00 AM,0,https://www.spikesbeerice.com/,OH,Limited Liability Company,,Spikes Beverage Co,"We are adjusting the end date of the offering to 1/23/2018. We are adding a pdf version, which includes the Q&A section of the Form C document.  Maximum offering amount adjusted up to $250,000",,OH,6199 WINDING CREEK BLVD,,45011
1,2017q4.tsv,0001723677-17-000001,Richmond,1603038,008-69440,"SI Securities, LLC",170937,7/10/2014 12:00:00 AM,0,https://www.yogatrail.com,DE,Corporation,,"YogaTrail, Inc.",,,VA,314 W. 27th St,,23225
1,2017q4.tsv,0001644600-17-000172,TIGARD,1603038,008-69440,"SI SECURITIES, LLC",170937,9/28/2015 12:00:00 AM,0,www.stemless.co,DE,Corporation,,Stemless Co.,,"$255,000 is our best estimate for the total amount of securities that will be sold.",OR,9400 SW MILLEN DRIVE,,97224
1,2017q4.tsv,0001665160-17-000656,WEST BLOOMFIELD,1665160,007-00007,"StartEngine Capital, LLC",,1/11/2010 12:00:00 AM,0,www.vitaperk.com,MI,Limited Liability Company,,VitaPerk LLC,,"At the end of the offering, the issuer closed on $13,432.5 and 5,373 securities.",MI,"6960 ORCHARD LAKE RD, SUITE 340",,48322
1,2017q4.tsv,0001708151-17-000002,MONTEREY PARK,1666102,007-00042,Mr. Crowd,284278,5/8/2015 12:00:00 AM,0,http://www.uniboil.com,CA,Corporation,,Uni-Boil MP Inc.,The amendment involves: 1) Target number of securities to be offered and target offering amount; 2) The use proceeds of this offering; 3) The Securities offered will be entitled to voting rights,,CA,500 NORTH ATLANTIC BLVD.,#127,91754
1,2017q4.tsv,0001665160-17-000658,Canyon Lake,1665160,007-00007,"StartEngine Capital, LLC",,10/4/2017 12:00:00 AM,0,www.TheGreenRetrofit.com,CA,Corporation,,The Green Retrofit,,,CA,23010 Compass Drive,,92587
1,2017q4.tsv,0001718971-17-000003,Los Angeles,1683054,007-00076,First Democracy VC,285360,6/21/2017 12:00:00 AM,1,http://www.popdocsmedia.com/,DE,Limited Liability Company,,PopDocs Media LLC,"This Amendment is filed to extend the offering deadline to January 8, 2018.",,CA,4849 San Rafael Ave,,90042
1,2017q4.tsv,0001664526-17-000008,Seattle,1683054,007-00076,First Democracy VC,285360,4/4/2014 12:00:00 AM,0,http://www.playimpossible.com/,DE,Corporation,,Play Impossible Corporation,,"The issuer raised approximately $146,583 during the offering period.  Payments are still being processed; the exact amount has yet to be determined.",WA,111 S. Jackson Street,,98104
1,2017q4.tsv,0001664526-17-000009,,,,,,,0,,,,,PLAY IMPOSSIBLE CORP,,,,,,
1,2017q4.tsv,0001665160-17-000660,CAMBRIDGE,1665160,007-00007,StartEngine Capital LLC,,8/7/2014 12:00:00 AM,1,www.geoo.com,DE,Corporation,,GeoOrbital Inc.,Extending the end date and added a new executive officer.,,MA,1 BROADWAY 14TH FLOOR,,02142
1,2017q4.tsv,0001670254-17-000361,Heath,1670254,007-00033,Wefunder Portal LLC,283503,12/24/2009 12:00:00 AM,0,http://www.bioclonetics.com,TX,Corporation,,"BioClonetics Immunotherapeutics, Inc.",,"The final number is $386,766.00 in investments.",TX,1756 Bison Meadow Lane,,75032
1,2017q4.tsv,0001723487-17-000001,MATAWAN,1667727,007-00027,crowdsourcefunded.com,283378,11/22/1988 12:00:00 AM,0,www.lynwoodfinacialgroup.com,NJ,Corporation,,Lynwood Financial Group,,,NJ,20 CAMBRIDGE DRIVE,,07747
1,2017q4.tsv,0001669191-17-000180,,,,,,,0,,,,,HandStack P.B.C.,,,,,,
1,2017q4.tsv,0001718354-17-000003,Wakefield,1672732,007-00046,Open Deal Inc.,283874,4/10/2015 12:00:00 AM,0,www.greenpinatatoys.com,MA,Limited Liability Company,,Green Pinata LLC,Updating Use of Proceeds chart &quot;Total&quot; line to correct typographical error.,,MA,"2 Blue Jay Circle, #2",,01880
1,2017q4.tsv,0001669191-17-000183,New Castle County,1669191,007-00035,NetCapital Funding Portal Inc.,283596,10/6/2017 12:00:00 AM,0,www.subba-cultcha.com,DE,Corporation,,Subba Media Inc,,,DE,1209 Orange Street,,19801
1,2017q4.tsv,0001669191-17-000185,Dorchester,1669191,007-00035,NetCapital Funding Portal Inc.,283596,10/14/2016 12:00:00 AM,0,www.justhuynh.com,DE,Corporation,,JustHuynh Inc.,,End of offering,MA,15 Mount Vernon Street,Apt 2,02125
1,2017q4.tsv,0001669191-17-000188,Ann Arbor,1669191,007-00035,NetCapital Funding Portal Inc.,283596,4/18/2017 12:00:00 AM,0,find-a-photog.com,MI,Limited Liability Company,,Photog LLC,,End of offering,MI,602 Catherine Street,Apt 2,48104
1,2017q4.tsv,0001670254-17-000362,Encinitas,1670254,007-00033,Wefunder Portal LLC,283503,12/11/2015 12:00:00 AM,0,http://neurohacker.com,WY,Limited Liability Company,,"Neurohacker Collective, LLC",,"$872,654.00 in investments. Payments are still being processed; final number is yet to be determined.",CA,179 Calle Magdalena,Suite 100,92024
1,2017q4.tsv,0001670254-17-000363,Las Vegas,1670254,007-00033,Wefunder Portal LLC,283503,8/23/2017 12:00:00 AM,0,http://www.hiero2.com,NV,Corporation,,"Hiero 2, Inc.",,,NV,"400 S 4th Street, Suite 500",,89101
1,2017q4.tsv,0001670254-17-000365,,,,,,,0,,,,,"Hiero 2, Inc.",,,,,,
1,2017q4.tsv,0001620525-17-000002,Windsor Mill,1603038,008-69440,"SI Securities, LLC",170937,1/1/2011 12:00:00 AM,0,http://www.sickweather.com/,MD,Corporation,,"Sickweather, Inc",,,MD,2936 Ridge Road,,21244
1,2017q4.tsv,0001670254-17-000366,Las Vegas,1670254,007-00033,Wefunder Portal LLC,283503,8/23/2017 12:00:00 AM,0,http://www.hiero2.com,NV,Corporation,,"Hiero 2, Inc.",,,NV,"400 S 4th Street, Suite 500",,89101
1,2017q4.tsv,0001720033-17-000001,NEW YORK,1672732,007-00046,OpenDeal Inc.,283874,5/11/2011 12:00:00 AM,0,www.altaneve.com,NY,Limited Liability Company,,Vico Neve LLC,,,NY,"338 E 67TH STREET, SUITE 29",,10065
1,2017q4.tsv,0001670254-17-000370,N.Babylon,1670254,007-00033,Wefunder Portal LLC,283503,8/23/2017 12:00:00 AM,0,http://www.blackmommateas.com,DE,Corporation,,"Black Momma Tea and Cafe, Inc",,,NY,1488 Deer Park Avenue,suite #382,11703
1,2017q4.tsv,0001665160-17-000661,DOVER,1665160,007-00007,"StartEngine Capital, LLC",,9/25/2017 12:00:00 AM,0,https://ind.eco/,DE,Limited Liability Company,,"Indeco, LLC","Adding campaign web screenshots, updating team & compensation disclosures.",,DE,8 THE GREEN,SUITE 7111,19901
1,2017q4.tsv,0001670254-17-000368,Signal Hill,1670254,007-00033,Wefunder Portal LLC,283503,11/5/2013 12:00:00 AM,0,http://ridgemontoutfitters.com/,CA,Corporation,,"Ridgemont Outfitters, Inc.",,"$218,455.00 in investments. Payments are still being processed; final number is yet to be determined.",CA,2525 Cherry Avenue,Suite 375,90755
1,2017q4.tsv,0001670254-17-000369,Portland,1670254,007-00033,Wefunder Portal LLC,283503,10/24/2013 12:00:00 AM,0,http://eliotsadultnutbutters.com/,OR,Limited Liability Company,,Eliot's Adult Nut Butters LLC,,"$89,805.00 in investments. Payments are still being processed; final number is yet to be determined.",OR,39 NE Thompson St.,,97212
1,2017q4.tsv,0001722182-17-000001,San Francisco,1683054,007-00076,First Democracy VC,285360,9/11/2014 12:00:00 AM,0,www.getpawprint.com,CA,Corporation,,"Pawprint, Inc.",,,CA,1222 Harrison St.,#2333,94103
1,2017q4.tsv,0001665160-17-000662,AUSTIN,1665160,007-00007,"StartEngine Capital, LLC",,3/23/2014 12:00:00 AM,1,https://www.brightlocker.com,TX,Corporation,,"Bright Locker, Inc.",Issuer has updated extended the end date of their offering.,,TX,12731 RESEARCH BLVD. SUITE A102,,78759
1,2017q4.tsv,0001708151-17-000003,MONTEREY PARK,1666102,007-00042,Mr. Crowd,284278,5/8/2015 12:00:00 AM,0,http://www.uniboil.com,CA,Corporation,,Uni-Boil MP Inc.,,"As of December 1, 2017, the Issuer has raised a total of $10,000. Payments are still being processed and the final number is yet to be determined.",CA,500 NORTH ATLANTIC BLVD.,#127,91754
1,2017q4.tsv,0001716818-17-000004,Dover,1603038,008-69440,"SI Securities, LLC",170937,7/12/2017 12:00:00 AM,1,https://www.copdate.com/,DE,Corporation,,Copdate USA Inc.,"Updating the offering end date to January 24, 2018.",,DE,8 The Green,Suite A,19901
1,2017q4.tsv,0001717257-17-000003,JERSEY CITY,1668506,007-00028,GrowthFountain Capital LLC,,12/28/2016 12:00:00 AM,0,http://www.kobeyaki.com,NJ,Limited Liability Company,,Kobeyaki Newport LLC,"The issuer has reduced their maximum goal from $1,000,000 to $300,000.  Please see attached document to view their new use of proceeds. (labeled use of proceeds)",,NJ,525 WASHINGTON BLVD,,07310
1,2017q4.tsv,0001665160-17-000663,Reston,1665160,007-00007,"StartEngine Capital, LLC",,11/3/2017 12:00:00 AM,0,https://ind.eco/,DE,Limited Liability Company,,"Indeco, LLC","Correction to address, incorporation date, adding campaign web screenshots, updating team & compensation disclosures.",,VA,11911 Freedom Drive,8th Floor,20190
1,2017q4.tsv,0001720880-17-000003,San Diego,1603038,008-69440,"SI Securities, LLC",170937,3/10/2017 12:00:00 AM,1,https://mjhybridsolutions.com/,DE,Corporation,,"MJ Hybrid Solutions, Inc.","Extending offering end date to February 2, 2018.",,CA,427 9th Ave,Unit 1006,92101
1,2017q4.tsv,0001724637-17-000001,HOUSTON,1667892,007-00023,NextSeed US LLC,283225,9/25/2017 12:00:00 AM,0,www.buffbrew.com,TX,Limited Liability Company,,"BuffBrew Taproom, LLC",,,TX,5301 NOLDA ST,,77007
1,2017q4.tsv,0001665160-17-000665,HACKENSACK,1665160,007-00007,"StartEngine Capital, LLC",,8/12/2017 12:00:00 AM,1,www.SamsaraLuggage.com,DE,Corporation,,Samsara Luggage Inc.,Extending the end date of their campaign.,,NJ,"ONE UNIVERSITY PLAZA, SUITE 505",,07601
1,2017q4.tsv,0001670254-17-000372,Brooklyn,1670254,007-00033,Wefunder Portal LLC,283503,4/8/2016 12:00:00 AM,0,http://www.dogparker.com,DE,Corporation,,"Dog Parker, Inc.",,,NY,New Lab,"19 Morris Avenue, Building 128",11205
1,2017q4.tsv,0001665160-17-000666,SANTA MONICA,1665160,007-00007,"StartEngine Capital, LLC",,6/11/2016 12:00:00 AM,0,PlantSnap.net,DE,Corporation,,"PlantSnap, Inc.",Typographical error for maximum funding goal in the offering document.,,CA,604 ARIZONA AVENUE,,90401
1,2017q4.tsv,0001723843-17-000001,Woodland Hills,1603038,008-69440,"SI Securities, LLC",170937,10/7/2016 12:00:00 AM,0,https://www.bistroplanet.com,CA,Corporation,,"Bistro Planet, Inc.",,,CA,22900 Ventura Blvd,Suite 250,91367
1,2017q4.tsv,0001720905-17-000001,Fremont,1683054,007-00076,First Democracy VC,285360,9/29/2017 12:00:00 AM,0,https://nudeapp.co/,DE,Corporation,,"Nude, Inc.",,,CA,40195 Santa Teresa Common,40195 Santa Teresa Common,94539
1,2017q4.tsv,0001722152-17-000001,New York,1683054,007-00076,First Democracy VC,285360,4/28/2014 12:00:00 AM,0,www.materialvodka.com,CA,Corporation,,NPTA Spirits,,,NY,170 Park Row,Suite 12a,10038
1,2017q4.tsv,0001724740-17-000001,El Cerito,1672732,007-00046,OpenDeal Inc.,283874,12/4/2017 12:00:00 AM,0,None,DE,Limited Liability Company,,YouNow Services LLC,,,CA,6324 Fairmount Ave #2591,,94530
1,2017q4.tsv,0001670254-17-000374,Brooklyn,1670254,007-00033,Wefunder Portal LLC,283503,3/3/2011 12:00:00 AM,0,http://www.avuacachaca.com.br,DE,Corporation,,Avua Corporation,"Extend deadline date, and updated business plan.",,NY,284 Sullivan Pl,,11225
1,2017q4.tsv,0001724740-17-000003,EL CERITO,1672732,007-00046,OpenDeal Inc.,283874,12/4/2017 12:00:00 AM,1,None,DE,Limited Liability Company,,YouNow Services LLC,"The Form C filed on December 8, 2017 is hereby amended to include new risk factors, financial statements, offering page, and transcript, and to also increase the maximum offering amount.",,CA,6324 FAIRMOUNT AVE #2591,,94530
1,2017q4.tsv,0001665160-17-000669,BUFFALO,1665160,007-00007,"StartEngine Capital, LLC",,5/16/2013 12:00:00 AM,0,https://www.coco-jack.com/,WY,Limited Liability Company,,"EZ-Coco, LLC",,"At the end of the offering, the issuer closed on $41,138 and 3,070 securities.",WY,412 N MAIN ST.,#100,82834
1,2017q4.tsv,0001665160-17-000670,,,,,,,0,,,,,"Bringpro, Inc.",,,,,,
1,2017q4.tsv,0001665160-17-000672,Tampa,1665160,007-00007,"StartEngine Capital, LLC",,7/18/2012 12:00:00 AM,0,http://merchmakr.com,FL,Corporation,,"DIY TEE SHIRTS SCREEN PRINTING SUPPLY, INC",,,FL,5942 Benjamin Rd,,33634
1,2017q4.tsv,0001724453-17-000001,Los Angeles,1683054,007-00076,First Democracy VC,285360,10/11/2017 12:00:00 AM,0,www.fcfl.io,DE,Limited Liability Company,,Fanchise League Company LLC,,,CA,5792 W Jefferson Blvd,,90016
1,2017q4.tsv,0001665160-17-000674,TAMPA,1665160,007-00007,"StartEngine Capital, LLC",,7/18/2012 12:00:00 AM,0,http://merchmakr.com,FL,Corporation,,"DIY Tee Shirts Screen Printing Supply, INC",Updated end date of the offering prior to launch,,FL,5942 BENJAMIN RD,,33634
1,2017q4.tsv,0001665160-17-000678,Phoenix,1665160,007-00007,"StartEngine Capital, LLC",,6/18/2014 12:00:00 AM,0,www.stayblcam.com,WA,Limited Liability Company,,StayblGear LLC,,,AZ,10645 N Tatum Blvd #288,,85028
1,2017q4.tsv,0001665160-17-000675,Mt. Pleasant,1665160,007-00007,"StartEngine Capital, LLC",,12/12/2016 12:00:00 AM,0,www.greenpolkadotbox.com,DE,Corporation,,Buying Collective Holdings Incorporated,,,UT,1450 South Blackhawk Boulevard,,84647
1,2017q4.tsv,0001665160-17-000676,Mt. Pleasant,1665160,007-00007,"StartEngine Capital, LLC",,12/12/2016 12:00:00 AM,0,www.greenpolkadotbox.com,DE,Corporation,,Buying Collective Holdings Incorporated,,,UT,1450 South Blackhawk Boulevard,,84647
1,2017q4.tsv,0001669191-17-000189,Ann Arbor,1669191,007-00035,NetCapital Funding Portal Inc.,283596,6/24/2014 12:00:00 AM,0,www.contentoro.com,DE,Corporation,,ContentOro Inc.,Extended offering deadline,,MI,3820 Packard Street,Suite 160,48108
1,2017q4.tsv,0001708151-17-000004,MONTEREY PARK,1666102,007-00042,Mr. Crowd,284278,5/8/2015 12:00:00 AM,1,http://www.uniboil.com,CA,Corporation,,Uni-Boil MP Inc.,Amendments: 1) Lower the target number of securities to be offered and the target offering amount; 2) The use proceeds; 3) The Securities offered will be entitled to voting rights; 4) Offering deadline; 5) Share Subscription Agreement;,,CA,500 NORTH ATLANTIC BLVD.,#127,91754
1,2017q4.tsv,0001724453-17-000003,Los Angeles,1683054,007-00076,First Democracy VC,285360,10/11/2017 12:00:00 AM,0,www.fcfl.io,DE,Limited Liability Company,,Fanchise League Company LLC,Updating to include a question and answer video transcript.,,CA,5792 W Jefferson Blvd,,90016
1,2017q4.tsv,0001665160-17-000684,Austin,1665160,007-00007,"StartEngine Capital, LLC",,6/14/2016 12:00:00 AM,0,www.shop-aro.com,TX,Limited Liability Company,,ARO Holdings LLC,,,TX,906 E.5th St,#106,78702
1,2017q4.tsv,0001665160-17-000687,Nashville,1665160,007-00007,"StartEngine Capital, LLC",,3/23/2015 12:00:00 AM,0,https://www.getbeast.com/,TN,Limited Liability Company,,"Small Batch Beauty, LLC",,,TN,1604 Tynewood Drive,,37215
1,2017q4.tsv,0001710013-17-000003,MCHENRY,1667145,007-00015,"truCrowd, Inc",,3/16/2011 12:00:00 AM,0,www.distributedsecurity.com,IL,Corporation,,"Distributed Security, Inc.","Extend closing date to March 30, 2018.",,IL,518 S. ROUTE 31 #238,,60050
1,2017q4.tsv,0001723949-17-000001,CINCINNATI,1707360,007-00116,"Thrivera Ventures Fund I, LLC",,1/27/2017 12:00:00 AM,0,www.mariannetheatre.com,KY,Limited Liability Company,,609 Fairfield LLC,,,OH,PO BOX 8163,,45208
1,2017q4.tsv,0001139685-17-000004,ROCKVILLE,1683054,007-00076,First Democracy VC,285360,9/28/2000 12:00:00 AM,0,www.2020gene.com,DE,Corporation,,"20/20 GeneSystems, Inc.",This Amendment is filed to add the Webinar Transcript (Exhibit I),,MD,9430 KEY WEST AVE.,,20850
1,2017q4.tsv,0001722007-17-000001,PITTSBURGH,1705726,007-00119,Honeycomb Portal LLC,289015,3/16/2013 12:00:00 AM,0,https://pittsburghjuicecompany.com/,PA,Limited Liability Company,,Pittsburgh Juice Co,,,PA,3418 PENN AVENUE,,15201
1,2017q4.tsv,0001718518-17-000004,Studio City,1683054,007-00076,First Democracy VC,285360,9/11/2017 12:00:00 AM,0,SuperdopeTV.net,DE,Corporation,,"SuperdopeTV, Inc.",,"The issuer raised approximately $233,076 during the offering period.  Payments are still being processed; the exact amount has yet to be determined.",CA,11021 Ventura Blvd.,#362,91604
1,2017q4.tsv,0001670254-17-000375,Plantation,1670254,007-00033,Wefunder Portal LLC,283503,10/9/2008 12:00:00 AM,0,http://jamesfchyde.com,FL,Corporation,,"Epec Holdings, Inc. (f/k/a Epec Biofuels Holdings, Inc.)",,"The final number is $222,459.00 in investments.",FL,"1776 Pine Island Road, Suite 316",,33322
1,2017q4.tsv,0001665160-17-000688,CAMBRIDGE,1665160,007-00007,StartEngine Capital LLC,,8/7/2014 12:00:00 AM,0,www.geoo.com,DE,Corporation,,GeoOrbital Inc.,Updated offering document not included in previous amendment,,MA,1 BROADWAY 14TH FLOOR,,02142
1,2017q4.tsv,0001724091-17-000001,HOUSTON,1667892,007-00023,NextSeed US LLC,283225,7/10/2017 12:00:00 AM,0,braverychefhall.com,TX,Limited Partnership,,"Bravery Chef Hall, LP",,,TX,1008 PRAIRIE ST,,77002
1,2017q4.tsv,0001724091-17-000003,HOUSTON,1667892,007-00023,NextSeed US LLC,283225,7/10/2017 12:00:00 AM,0,braverychefhall.com,TX,Limited Partnership,,"Bravery Chef Hall, LP",Including accountant's review statement.,,TX,1008 PRAIRIE ST,,77002
1,2017q4.tsv,0001669654-17-000001,Los Angeles,1683054,007-00076,First Democracy VC,285360,12/16/2015 12:00:00 AM,0,onward.org,DE,Corporation,,"Onward Method, Inc.",,,CA,8605 Santa Monica Blvd,STE 39971,90069
1,2017q4.tsv,0001724833-17-000001,BEAVERTON,1668506,007-00028,GrowthFountain Capital LLC,,12/26/2016 12:00:00 AM,0,www.gotproduce.us,DE,Corporation,,Got Produce Franchising USA Inc,,,OR,9450 SW GEMINI DR. # 51741,,97008
1,2017q4.tsv,0001665160-17-000689,HOLLYWOOD,1665160,007-00007,"StartEngine Capital, LLC",,9/2/2015 12:00:00 AM,0,www.ovanova.co,DE,Corporation,,"Ovanova, Inc.",,"At the end of the offering, the issuer closed on $19,000 and 19,000 securities.",CA,5822 WARING AVE,,90038
